Unnamed: 0,User,Age,Country,Platform,Day,Month,Year,Hour,Likes,Retweets,Comment,Hashtags,worlds,value_worlds,Sentiment,Timestamp,Daily Social Media Time (hrs)
335,KittyObserver,47,Canada,Facebook,22,10,2022,12,30,15,Amused by the antics of playful kittens during playtime.,#Amusement #PlayfulKittens,349,353,Amusement,2022-10-22 12:45:00.000000 UTC,2.25
336,KnotUntangler,21,India,Facebook,1,11,2020,12,28,14," Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",#Frustrated #LabyrinthOfMiscommunication,328,332,Frustrated,2020-11-01 12:30:00.000000 UTC,7.14
337,KnowledgeSeeker,16,USA,Instagram,29,11,2020,14,34,17," Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ",#Curiosity #LabyrinthOfQuestions,261,265,Curiosity,2020-11-29 14:45:00.000000 UTC,2.89
338,KpopFangirlHighSchool,46,USA,Facebook,9,8,2023,22,40,20,Bonding with friends over the latest K-pop sensation. Fangirling at its finest!,#KpopFangirl #HighSchoolMusic,651,655,Joy,2023-08-09 22:30:00.000000 UTC,7.81
339,KyotoAdventurer,14,Japan,Twitter,22,8,2017,21,35,18,"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ",#Exploration #JapaneseTraditions,495,499,Exploration,2017-08-22 21:30:00.000000 UTC,4.39
340,KyotoBambooSeeker,43,Japan,Facebook,28,2,2023,16,50,25,"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves. ",#Tranquility #ZenWisdom,509,513,Tranquility,2023-02-28 16:20:00.000000 UTC,2.15
341,LakesideRetreater,61,Germany,Facebook,20,11,2020,18,55,28,Awash with serenity as the sun sets over a tranquil lakeside retreat.,#Serenity #TranquilSunset,420,424,Serenity,2020-11-20 18:45:00.000000 UTC,3.3
342,LanguageLearner,42,India,Facebook,23,1,2023,16,50,25,Learning a new language for personal growth.,#LanguageLearning #PersonalGrowth,27,28,Positive,2023-01-23 16:20:00.000000 UTC,7.99
343,LanternWanderer,33,USA,Facebook,3,9,2023,21,32,16," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",#Empathetic #LanternOfCompassion,271,275,Empathetic,2023-09-03 21:40:00.000000 UTC,4.62
344,LanternWanderer,46,USA,Facebook,3,9,2023,21,32,16," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",#Empathetic #LanternOfCompassion,285,289,Empathetic,2023-09-03 21:40:00.000000 UTC,5.04
345,LaughterCup,36,Japan,Twitter,10,3,2023,14,40,20,"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ",#Joy #CherishedMoment,478,482,Joy,2023-03-10 14:30:00.000000 UTC,2.72
346,LaughterSymphony,41,Brazil,Facebook,2,8,2021,19,60,30,"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ",#Happiness #BoundlessLaughter,489,493,Happiness,2021-08-02 19:00:00.000000 UTC,2.29
347,LazyWatcher,61,Canada,Facebook,31,5,2023,15,70,35,Spent the day binge-watching a new series. Productivity level: Zero. #LazyDay #TVSeriesMarathon,#BingeWatchDay #TeenLife,592,596,Joy,2023-05-31 15:30:00.000000 UTC,3.29
348,LearnFromBitter,33,USA,Facebook,17,2,2023,15,35,18,A bitter experience turned into a valuable lesson.,#BitterLesson #Growth,70,72,Bitter,2023-02-17 15:00:00.000000 UTC,4.4
349,LifeAcceptance,62,Canada,Facebook,25,2,2023,18,30,15,Embracing acceptance of life's ups and downs.,#Acceptance #LifeJourney,91,93,Acceptance,2023-02-25 18:20:00.000000 UTC,4.51
350,LifeLearner,60,Brazil,Twitter,5,12,2018,8,70,35,"Reflecting on life's journey, grateful for the lessons learned. ",#Gratitude #LifeLessons,340,344,Gratitude,2018-12-05 08:45:00.000000 UTC,7.5
351,LifelongLearner,23,India,Twitter,7,8,2018,12,60,30,Enthusiasm for learning new skills and expanding knowledge.,#Enthusiasm #SkillBuilding,362,366,Enthusiasm,2018-08-07 12:15:00.000000 UTC,3.47
352,LingeringGhost,16,France,Twitter,15,12,2018,10,35,18,"Haunted by regrets, the ghost of the past lingers relentlessly.   ",#Regret #HauntedPast,428,432,Regret,2018-12-15 10:00:00.000000 UTC,4.09
353,LingeringTaste,18,India,Instagram,5,4,2020,16,20,10," Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",#Bitterness #BitterAftertaste,312,316,Bitterness,2020-04-05 16:20:00.000000 UTC,6.78
354,LinguisticExplorer,13,UK,Twitter,15,6,2023,12,60,30,Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate,#MindEnrichment #SeniorLearning,607,611,Curiosity,2023-06-15 12:15:00.000000 UTC,7.08
355,LonelySaturdayHighSchool,17,Canada,Instagram,18,9,2023,22,31,16,Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected.,#LonelyNights #HighSchoolEmotions,691,695,Sad,2023-09-18 22:00:00.000000 UTC,5.67
356,LostInDarkness,48,Australia,Instagram,15,5,2016,22,55,28,"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",#Despair #EndlessDarkness,424,428,Despair,2016-05-15 22:30:00.000000 UTC,1.97
357,LostInLove,16,USA,Instagram,5,8,2019,21,30,15,Drowning in sorrow as memories of lost love resurface.,#Heartbreak #LostLove,421,425,Heartbreak,2019-08-05 21:00:00.000000 UTC,1.44
358,LoveExpress,29,UK,Facebook,25,12,2016,19,50,25,Tenderness in a heartfelt message to a loved one.,#Tenderness #LoveNote,145,147,Tenderness,2016-12-25 19:30:00.000000 UTC,2.08
359,LoveLetterBlunderHighSchool,56,USA,Facebook,2,9,2023,18,33,17,Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment!,#LoveLetterFail #HighSchoolAwkward,675,679,Embarrassed,2023-09-02 18:30:00.000000 UTC,4.57
360,LoveSender,14,Australia,Twitter,23,2,2023,8,30,15,Sending love to all my followers on this beautiful day! ❤️,#Love #SpreadLove,83,85,Love,2023-02-23 08:30:00.000000 UTC,0.94
361,LoveSongEcho,55,Japan,Instagram,10,7,2022,22,60,30,"In the void of heartache, echoes of a love song play, each note a pang of longing. ",#Heartache #LoveSongLonging,461,465,Heartache,2022-07-10 22:15:00.000000 UTC,3.59
362,LoveSpreader,27,Australia,Twitter,14,2,2023,8,30,15,Sharing love and positive vibes with everyone! ❤️,#Love #SpreadLove,59,61,Love,2023-02-14 08:30:00.000000 UTC,5.28
363,LovingEmbrace,19,India,Twitter,12,11,2010,20,60,30,Contentment in the embrace of a loved one.,#Contentment #Love,152,154,Contentment,2010-11-12 20:20:00.000000 UTC,6.25
364,LovingHeart,49,UK,Facebook,23,2,2016,19,50,25," A moment of tenderness, connecting with loved ones.    ",#Tenderness #FamilyTime,118,120,Tenderness,2016-02-23 19:45:00.000000 UTC,5.73
365,MachuPicchuAdventurer,45,Peru,Facebook,5,11,2017,22,55,28,"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations. ",#Awe #AncientCivilizations,500,504,Awe,2017-11-05 22:00:00.000000 UTC,1.1
366,MagicFailHighSchool,58,UK,Instagram,27,8,2023,20,45,22,Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go?,#MagicFail #HighSchoolMagic,669,673,Embarrassed,2023-08-27 20:45:00.000000 UTC,3.54
367,MaldivesSailor,51,Maldives,Facebook,28,10,2019,14,45,22,"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise. ",#Serenity #ParadiseWhispers,503,507,Serenity,2019-10-28 14:15:00.000000 UTC,2.45
368,MarathonSpectatorRecordBreaking,54,Kenya,Instagram,7,11,2021,17,45,22,"Witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners. ",#Admiration #MarathonRecords,544,548,Admiration,2021-11-07 17:30:00.000000 UTC,7.98
369,MarketExplorer,27,Brazil,Instagram,22,8,2015,15,45,22,Marveling at the kaleidoscope of colors in a vibrant street market.,#Marvel #ColorfulStreetMarket,419,423,Marvel,2015-08-22 15:00:00.000000 UTC,3.38
370,MarleyReggaeTraveler,22,Jamaica,Instagram,5,3,2020,18,60,30,"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul. ",#Journey #BobMarleyTribute,530,534,Journey,2020-03-05 18:45:00.000000 UTC,4.16
371,MarsJoyExplorer,52,USA,Facebook,28,3,2017,20,55,28,"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy. ",#Joy #BrunoMars,516,520,Joy,2017-03-28 20:30:00.000000 UTC,6.61
372,MasqueradeAttendee,54,UK,Facebook,12,6,2018,20,55,28,Dazzled by the elegance of a masquerade ball's dazzling costumes.,#Dazzle #MasqueradeElegance,396,400,Dazzle,2018-06-12 20:30:00.000000 UTC,2.62
373,MazeDiscovery,64,India,Instagram,22,9,2018,12,45,22,"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ",#Curiosity #TreasuresOfDiscovery,485,489,Curiosity,2018-09-22 12:45:00.000000 UTC,4.46
374,MazeExplorer,34,USA,Facebook,22,2,2020,15,44,22," Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",#Overwhelmed #MinotaurOfPressure,325,329,Overwhelmed,2020-02-22 15:20:00.000000 UTC,2.31
375,MazeNavigator,32,Australia,Facebook,2,5,2021,11,28,14," Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas. ",#Confusion #ThoughtLabyrinth,228,232,Confusion,2021-05-02 11:45:00.000000 UTC,5.5
376,MazeWanderer,53,Germany,Instagram,5,1,2021,16,30,15,"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",#Betrayal #ClosingWalls,457,461,Betrayal,2021-01-05 16:20:00.000000 UTC,0.95
377,MeadowSprinter,30,India,Instagram,30,3,2023,16,32,16," With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ",#Zest #FieldsOfEnthusiasm,264,268,Zest,2023-03-30 16:30:00.000000 UTC,6.94
378,MeditationSenior,61,UK,Twitter,21,6,2023,19,35,18,"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind ",#MindfulLiving #SeniorCalm,613,617,Contentment,2023-06-21 19:00:00.000000 UTC,4.88
379,MelodyOfLove,57,USA,Twitter,15,11,2022,20,70,35,"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ",#Love #RhythmOfAffection,481,485,Love,2022-11-15 20:45:00.000000 UTC,5.56
380,MemeCreator,35,Canada,Instagram,24,5,2023,13,50,25,Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions,#StudyingMemes #TeenLife,585,589,Surprise,2023-05-24 13:15:00.000000 UTC,0.68
381,MemoiristSenior,52,USA,Facebook,25,6,2023,20,70,35,"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories ",#LifetimeExperiences #SeniorMemoir,617,621,Gratitude,2023-06-25 20:30:00.000000 UTC,7.51
382,MemoryLane,52,UK,Facebook,28,6,2019,19,45,22,Nostalgia hits while flipping through an old photo album.,#Nostalgia #OldMemories,335,339,Nostalgia,2019-06-28 19:00:00.000000 UTC,0.88
383,MemoryLaneTraveler,18,USA,Facebook,5,2,2018,15,20,10," Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony. ",#Nostalgia #MemoryLane,202,204,Nostalgia,2018-02-05 15:15:00.000000 UTC,1.4
384,MentalHealthMatters,59,USA,Twitter,24,1,2023,11,45,22,Reflecting on the importance of mental health.,#MentalHealth #SelfCare,29,30,Positive,2023-01-24 11:30:00.000000 UTC,6.55
385,MentorEmpower,39,UK,Twitter,3,6,2014,8,30,15,Empowerment through mentoring and guiding others.,#Empowerment #Mentorship,143,145,Empowerment,2014-06-03 08:20:00.000000 UTC,2.61
386,MetallicaMoshWarrior,55,USA,Facebook,20,3,2023,22,70,35,"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy. ",#Ecstasy #MetallicaConcert,519,523,Ecstasy,2023-03-20 22:30:00.000000 UTC,0.5
387,MilestoneAchiever,29,India,Facebook,28,3,2019,18,45,22,Feeling a sense of fulfillment after reaching a milestone.,#Fulfillment #Milestone,121,123,Fulfillment,2019-03-28 18:20:00.000000 UTC,7.54
388,MindfulExplorer,59,Canada,Instagram,20,10,2017,8,70,35,Exploring the universe within during a mindful meditation session.,#InnerJourney #MeditationBliss,394,398,InnerJourney,2017-10-20 08:15:00.000000 UTC,7.88
389,MindfulMe,33,UK,Facebook,2,3,2023,18,30,15,Calmness prevails as I practice mindfulness.,#Calmness #Mindfulness,104,106,Calmness,2023-03-02 18:00:00.000000 UTC,2.32
390,MindfulMoments,13,India,Twitter,27,1,2023,12,30,15,Practicing mindfulness with meditation.,#Mindfulness #Meditation,38,39,Positive,2023-01-27 12:30:00.000000 UTC,7.8
391,MissedEventBluesHighSchool,60,UK,Facebook,1,10,2023,14,39,20,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness.,#MissedMoments #HighSchoolRegret,704,708,Sad,2023-10-01 14:15:00.000000 UTC,5.2
392,MissedOpportunityHighSchool,17,Canada,Instagram,21,9,2023,16,39,20,Missing an important event due to unforeseen circumstances. A day filled with sadness.,#MissedChances #HighSchoolRegret,694,698,Sad,2023-09-21 16:45:00.000000 UTC,4.66
393,MixedFeelings,29,Canada,Twitter,30,5,2022,11,25,12," Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty. ",#Ambivalence #UncertainChoices,203,205,Ambivalence,2022-05-30 11:30:00.000000 UTC,2.29
394,MJTributeDancer,62,USA,Instagram,15,1,2022,21,50,25,"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop. ",#Celebration #MJTribute,517,521,Celebration,2022-01-15 21:15:00.000000 UTC,4.05
395,MoonlitMemories,62,Italy,Twitter,15,5,2019,21,35,18,"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ",#Nostalgia #CherishedMemories,462,466,Nostalgia,2019-05-15 21:30:00.000000 UTC,0.84
396,MoonlitSoul,42,USA,Instagram,12,5,2020,19,50,25," Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ",#Serenity #MoonlitPeace,245,249,Serenity,2020-05-12 19:30:00.000000 UTC,6.29
397,MosaicArtist,45,Australia,Facebook,15,6,2023,16,36,18," Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ",#Acceptance #UnpredictableArt,243,247,Acceptance,2023-06-15 16:20:00.000000 UTC,6.79
398,MosaicDreamer,36,Australia,Instagram,20,7,2021,16,36,18," Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos. ",#Acceptance #BeautifulChaos,233,237,Acceptance,2021-07-20 16:20:00.000000 UTC,7.61
399,MourningHeart,28,Canada,Instagram,5,7,2022,15,15,8," Overwhelmed by grief, missing a loved one dearly.  ",#Grief #Loss,165,167,Grief,2022-07-05 15:45:00.000000 UTC,6.29
400,MovieBuff,30,USA,Instagram,16,1,2023,19,30,15,The new movie release is a must-watch!,#MovieNight #MustWatch,7,7,Positive,2023-01-16 19:30:00.000000 UTC,6.34
401,MovieBuff,47,Canada,Instagram,21,5,2023,21,35,18,Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems,#SnackCrisis #TeenLife,582,586,Boredom,2023-05-21 21:00:00.000000 UTC,3.4
402,MovieBuff2,52,Australia,Instagram,26,2,2023,7,40,20,Anticipating the release of a much-awaited movie.,#Anticipation #MovieRelease,93,95,Anticipation,2023-02-26 07:30:00.000000 UTC,2.95
403,MovieEnthusiastPremiereAttendee,54,USA,Twitter,12,10,2018,20,80,40,"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere. ",#Excitement #MoviePremiereThrills,531,535,Excitement,2018-10-12 20:00:00.000000 UTC,5.19
404,MovieMarathonHostHighSchool,54,UK,Facebook,6,9,2023,16,43,22,Organizing a movie marathon with friends. Popcorn and cinematic adventures await!,#MovieNight #HighSchoolMemories,679,683,Joy,2023-09-06 16:45:00.000000 UTC,4.72
403,MovieNight,17,Canada,Twitter,29,1,2023,20,35,18,A cozy evening with a good movie.,#CozyNight #MovieTime,44,45,Positive,2023-01-29 20:20:00.000000 UTC,4.43
404,MulticulturalFestivalJoyHighSchool,38,UK,Facebook,29,2,2020,20,43,21,"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food! ",#CulturalCelebration #HighSchoolUnity,731,735,Happy,2020-02-29 20:45:00.000000 UTC,1.5
405,MundaneHeart,15,Canada,Instagram,28,11,2016,19,15,7," Boredom settles like dust, life feels mundane.     ",#Boredom #Monotony,183,185,Boredom,2016-11-28 19:00:00.000000 UTC,3.18
406,MuralCreationHighSchool,41,UK,Instagram,22,10,2023,20,43,22,Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity!,#ArtCollaboration #HighSchoolCreativity,725,729,Happy,2023-10-22 20:45:00.000000 UTC,2.86
407,MusicAficionado,35,Canada,Facebook,3,6,2023,21,45,22,Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover,#MusicTherapy #TeenPlaylist,595,599,Joy,2023-06-03 21:15:00.000000 UTC,1.76
408,MusicalExplorer,59,UK,Instagram,2,6,2023,14,55,28,Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney,#InstrumentLearning #TeenMusic,594,598,Frustration,2023-06-02 14:30:00.000000 UTC,3.41
409,MusicConnoisseur,31,Canada,Facebook,16,6,2023,21,35,18,"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ",#MusicLover #SeniorConcert,608,612,Joy,2023-06-16 21:45:00.000000 UTC,0.96
410,MusicEnthusiast,19,USA,Facebook,19,6,2021,14,30,15,The euphoria of a live music concert under the stars.,#Euphoria #LiveMusic,124,126,Euphoria,2021-06-19 14:45:00.000000 UTC,3.28
411,MusicHarmonist,20,Sweden,Instagram,30,11,2019,19,70,35,Harmony resonates as musicians play a melody of unity and togetherness.,#Harmony #MusicalUnity,380,384,Harmony,2019-11-30 19:30:00.000000 UTC,2.66
412,MusicHarmonist,52,Sweden,Instagram,30,11,2019,19,70,35,Harmony resonates as musicians play a symphony of unity.,#Harmony #MusicalUnity,400,404,Harmony,2019-11-30 19:30:00.000000 UTC,2.65
413,MusicLover,45,USA,Instagram,27,1,2023,20,35,18,Attending a live music concert tonight.,#Music #ConcertNight,37,38,Positive,2023-01-27 20:00:00.000000 UTC,1.23
414,MusicLover,18,France,Twitter,5,4,2019,17,35,18,Immersed in the enchanting melodies of a street musician's violin.,#Melodic #StreetMusic,392,396,Melodic,2019-04-05 17:30:00.000000 UTC,3.64
415,MusicLover4,17,Canada,Twitter,30,7,2016,18,35,18,Serenity found in the melody of a peaceful piano.,#Serenity #PeacefulMelody,140,142,Serenity,2016-07-30 18:10:00.000000 UTC,7.07
416,MusicLoverLiveOrchestraExperience,49,UK,Facebook,22,8,2016,19,35,18,"Connecting with the melody of a live orchestra, the music enthusiast experiences a symphony that resonates deep within the soul. ",#Harmony #OrchestraMelody,566,570,Harmony,2016-08-22 19:45:00.000000 UTC,7.52
417,MysteryBookwormSuspensefulRead,16,UK,Twitter,10,4,2017,21,45,22,"Amidst the pages of a captivating mystery novel, the reader unravels clues and secrets, experiencing a thrilling journey of suspense and revelation. ",#ThrillingJourney #MysteryNovel,574,578,Thrilling Journey,2017-04-10 21:15:00.000000 UTC,7.91
418,NatureAdmirer,55,USA,Instagram,11,5,2020,15,35,18,Reverence for the wonders of nature on a hiking trail.,#Reverence #NatureExploration,162,164,Reverence,2020-05-11 15:00:00.000000 UTC,5.05
419,NatureAdmirer,49,USA,Twitter,15,2,2023,11,40,,Admiring the beauty of nature during a peaceful hike.,#Admiration #Nature,62,64,Admiration,2023-02-15 11:30:00.000000 UTC,7.86
420,NatureAdmirer,17,USA,Instagram,3,4,2022,6,55,28,Awe-struck by the breathtaking sunrise over the mountains.,#Awe #BreathtakingSunrise,333,337,Awe,2022-04-03 06:15:00.000000 UTC,3.37
421,NatureEnthusiastSunsetWonder,17,Canada,Instagram,10,7,2021,19,80,40,"In the serene beauty of a sunset, nature unfolds a canvas of colors, evoking a sense of tranquility and wonder. ",#Tranquility #SunsetBeauty,561,565,Tranquility,2021-07-10 19:00:00.000000 UTC,2.1
422,NatureLover,64,Australia,Facebook,31,1,2023,10,30,15,Reflecting on the beauty of nature.,#Nature #Reflection,48,49,Positive,2023-01-31 10:45:00.000000 UTC,0.6
422,NatureLover2,32,India,Facebook,20,6,2011,14,50,25," Embracing the beauty of nature, a moment of contentment. ",#Contentment #Nature,112,114,Contentment,2011-06-20 14:45:00.000000 UTC,4.18
423,NaturePhotographySenior,32,UK,Facebook,28,6,2023,22,35,18,"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer ",#OutdoorBeauty #SeniorClicks,620,624,Joy,2023-06-28 22:15:00.000000 UTC,1.13
424,NatureResilient,55,USA,Facebook,15,4,2021,14,70,35,Inspired by the resilience of a lone tree standing tall in a storm.,#Resilience #StandingTall,414,418,Resilience,2021-04-15 14:20:00.000000 UTC,5.63
425,NatureSoul,62,Australia,Twitter,3,7,2021,19,25,12," Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world. ",#Serenity #NatureRetreat,206,208,Serenity,2021-07-03 19:00:00.000000 UTC,3.6
426,NewParentJoy,64,UK,Instagram,22,2,2023,10,60,30,Overflowing happiness: welcoming a new family member!,#Happiness #NewFamilyMember,81,83,Happiness,2023-02-22 10:00:00.000000 UTC,3.08
427,NightPrisoner,52,India,Facebook,12,5,2022,2,36,18," Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ",#Fearful #ImaginedHorrors,301,305,Fearful,2022-05-12 02:00:00.000000 UTC,4.75
428,NightPrisoner,32,India,Twitter,7,1,2023,3,36,," Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",#Fearful #LurkingMonsters,323,327,Fearful,2023-01-07 03:30:00.000000 UTC,1.97
429,NightReader,17,UK,Twitter,29,5,2023,23,60,,"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? #BookwormLife #LateNightReading ",#BookDiscoveries #TeenReading,590,594,Joy,2023-05-29 23:30:00.000000 UTC,4.43
430,NightSerenader,53,Canada,Twitter,8,5,2021,22,26,13," Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ",#Serenity #MoonlitSerenade,260,264,Serenity,2021-05-08 22:00:00.000000 UTC,4.44
431,NightSkyObserver,42,Brazil,Instagram,10,8,2022,22,50,25,Mesmerized by the cosmic dance of fireflies on a moonlit night.,#Enchantment #CosmicFireflies,371,375,Enchantment,2022-08-10 22:00:00.000000 UTC,2.61
432,NightSkyObserver,35,Brazil,Instagram,10,8,2022,22,50,25,Captivated by the ethereal beauty of a field filled with fireflies.,#Enchantment #FireflyField,391,395,Enchantment,2022-08-10 22:00:00.000000 UTC,5.9
433,NightSkyWatcher,60,Australia,Facebook,10,2,2018,23,60,30,Spark of inspiration ignites like a shooting star in the night sky.,#Spark #InspirationIgnited,417,421,Spark,2018-02-10 23:30:00.000000 UTC,5.36
434,NocturnalEcho,18,Australia,Facebook,19,9,2019,3,36,18," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",#Loneliness #SolitaryNocturne,310,314,Loneliness,2019-09-19 03:30:00.000000 UTC,2.33
435,NocturnalEcho,38,Australia,Facebook,19,9,2019,3,36,18," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",#Loneliness #SolitaryNocturne,332,336,Loneliness,2019-09-19 03:30:00.000000 UTC,6.61
436,NonchalantSpirit,13,UK,Twitter,10,2,2023,17,18,," Drifting through the day with a nonchalant demeanor, embracing the art of indifference. ",#Indifference #DriftingThroughLife,218,220,Indifference,2023-02-10 17:00:00.000000 UTC,1.1
437,NonchalantWanderer,37,India,Facebook,22,2,2023,17,18,9," Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ",#Indifference #DriftingThroughLife,237,241,Indifference,2023-02-22 17:00:00.000000 UTC,4.35
438,NorwayFjordExplorer,15,Norway,Instagram,28,5,2018,18,45,22,"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur. ",#Grandeur #IcyMasterpiece,510,514,Grandeur,2018-05-28 18:30:00.000000 UTC,6.56
439,NostalgiaExplorer,19,USA,Twitter,7,6,2023,12,45,22,Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories,#ChildhoodMemories #TeenCartoons,599,603,Joy,2023-06-07 12:45:00.000000 UTC,5.25
440,NostalgiaFan,19,Canada,Twitter,15,5,2010,15,40,20," Revisiting old memories, feeling a sense of elation. ",#Elation #Memories,110,112,Elation,2010-05-15 15:30:00.000000 UTC,4.07
441,NovelEnthusiast,46,USA,Instagram,11,6,2023,15,70,35,Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon,#QuietMoments #BookishEscape,603,607,Contentment,2023-06-11 15:30:00.000000 UTC,3.43
442,OakAchiever,51,Canada,Twitter,10,12,2019,12,50,25," Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ",#Proud #BranchesOfAchievement,251,255,Proud,2019-12-10 12:20:00.000000 UTC,2.72
443,OceanSinker,43,France,Twitter,10,8,2017,19,45,22,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",#Heartbreak #RippleOfDespair,447,451,Heartbreak,2017-08-10 19:30:00.000000 UTC,2.8
444,OceanSoul,63,Canada,Instagram,12,4,2020,19,50,25," Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace. ",#Serenity #OceanRetreat,216,218,Serenity,2020-04-12 19:30:00.000000 UTC,4.87
445,OlympicsEnthusiastGoldMedalWinner,32,USA,Twitter,8,8,2020,19,70,35,"At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement. ",#Inspiration #OlympicAchievement,542,546,Inspiration,2020-08-08 19:45:00.000000 UTC,3.52
446,OpinionsHateHighSchool,27,USA,Twitter,29,9,2023,15,48,24,Experiencing hate comments for expressing personal opinions. Online negativity prevails.,#OnlineOpinions #HighSchoolCriticism,702,706,Hate,2023-09-29 15:45:00.000000 UTC,7.13
447,OptimisticMindset,58,Canada,Twitter,31,1,2023,16,30,15,Feeling optimistic about the week ahead.,#Optimism #NewWeek,50,51,Positive,2023-01-31 16:20:00.000000 UTC,6.13
448,OptimisticSoul,24,USA,Facebook,5,4,2013,19,45,22," Hopeful for a brighter tomorrow, despite challenges.  ",#Hope #Optimism,115,117,Hope,2013-04-05 19:30:00.000000 UTC,7.44
449,OrigamiProHighSchool,63,USA,Twitter,28,8,2023,16,36,18,Perfecting the art of creating origami during a dull lecture. Origami mastery: A+!,#OrigamiMaster #HighSchoolArt,670,674,Joy,2023-08-28 16:00:00.000000 UTC,2.28
450,OutdoorClassHighSchool,13,USA,Facebook,6,8,2023,14,55,28,Convinced the teacher to have class outdoors. Learning equations with a side of fresh air!,#OutdoorClassroom #HighSchoolExplorer,648,652,Positive,2023-08-06 14:00:00.000000 UTC,1.7
451,OverwhelmedHeart,63,Australia,Twitter,20,6,2020,14,15,8,Helplessness sinks in as challenges pile up.,#Helplessness #Overwhelmed,173,175,Helplessness,2020-06-20 14:20:00.000000 UTC,7.69
